instance,solver,run,nvertices,nedges,n,m,state,terminationReason,value,totalTime,totalIters,bestTime,bestIter
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v3_a0.2,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,85.1482,50000,0.106294,61
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v3_a0.2,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,27.9479,50000,0.0796142,141
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v3_a0.2,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,21.5314,50000,0.582391,1335
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v3_a0.2,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,28.5014,50000,0.000573508,0
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v3_a0.2,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,82.4522,50000,0.0709389,41
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v3_a0.2,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,61.9452,50000,4.5221,3640
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v3_a0.2,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,28.3238,50000,0.00763246,12
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v3_a0.2,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,52.2395,50000,0.158318,150
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v3_a0.2,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,58.9793,50000,4.92623,4170
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v3_a0.2,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,50.295,50000,0.158711,157
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v3_a0.2,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,71.9992,50000,0.0937657,64
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v3_a0.2,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,28.5809,50000,0.000560127,0
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v3_a0.2,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,69.5576,50000,0.208141,148
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v3_a0.2,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,55.231,50000,0.115843,103
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v3_a0.2,0,150,5567,45,30,UNKNOWN,unknown,-1,1.29157,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v3_a0.2,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,8,59.9661,50000,23.0396,19199
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v3_a0.2,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,27.801,50000,0.0234681,40
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_a0.2,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,49.3188,50000,0.278989,281
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v3_a0.2,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,96.3292,50000,0.0575644,29
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_a0.2,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,50.8642,50000,1.12575,1109
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v3_a0.2,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,27.7156,50000,0.00343546,5
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v3_a0.2,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,54.8733,50000,0.102136,91
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.1,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,70.8689,50000,0.0104932,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.1,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,29.5521,50000,0.04917,81
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.1,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.0893,50000,0.0535133,48
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.1,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,41.6945,50000,1.97975,2375
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.1,0,150,8354,45,30,UNKNOWN,unknown,-1,2.09652,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.1,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,58.113,50000,0.00241734,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.1,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,29.1193,50000,0.00367245,5
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.1,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,53.0123,50000,0.472281,446
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.1,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,29.4503,50000,0.000635246,0
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.1,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.5363,50000,0.554439,906
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.1,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,29.8097,50000,0.00371314,5
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.1,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,67.4571,50000,9.14768,6776
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.1,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,14,68.6292,50000,0.279738,200
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.1,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.7075,50000,1.82284,3172
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.1,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.1924,50000,0.0331803,33
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.1,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.564,50000,15.048,42845
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.1,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,24.7207,50000,3.56228,7156
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.1,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,18.3404,50000,0.00270679,6
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.1,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.5358,50000,0.219341,234
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.1,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,9,38.0164,50000,0.0133728,16
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.1,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,17.7872,50000,0.716732,2011
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.1,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.2921,50000,0.00849631,13
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.1,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,9,36.9618,50000,0.0246368,31
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.1,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.3378,50000,6.973,12294
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.1,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.0662,50000,3.59242,4594
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.1,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.1429,50000,0.0896736,245
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.1,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,39.7543,50000,0.450539,564
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.1,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,31.0039,50000,0.0364019,57
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.1,0,150,5567,45,30,UNKNOWN,unknown,-1,1.64624,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.1,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,9,38.016,50000,0.0538727,69
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.1,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.3974,50000,2.41729,6934
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.1,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,6,29.527,50000,0.00184481,2
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.1,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,54.8292,50000,9.54059,8695
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.1,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,6,30.8722,50000,0.164485,265
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.1,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.7476,50000,0.00844511,22
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.1,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,30.8486,50000,6.59641,10703
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.25,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,71.2059,50000,0.010367,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.25,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,29.8142,50000,0.0183991,29
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.25,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.2097,50000,0.196867,180
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.25,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,42.2021,50000,0.123922,145
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.25,0,150,8354,45,30,UNKNOWN,unknown,-1,2.13148,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.25,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,57.9277,50000,0.00246601,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.25,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,4,29.9738,50000,13.8656,23152
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.25,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,53.0385,50000,0.771662,727
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.25,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,29.8416,50000,0.00126593,1
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.25,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.336,50000,0.0144551,22
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.25,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,30.6226,50000,0.00188778,2
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.25,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,67.6339,50000,0.20358,151
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.25,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,13,69.1084,50000,0.819901,591
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.25,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.3319,50000,0.0963415,168
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.25,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.1559,50000,0.63304,658
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.25,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.9022,50000,0.420659,1174
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.25,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,25.1024,50000,3.61533,7155
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.25,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,18.0936,50000,0.0169848,45
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.25,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.4053,50000,0.141652,152
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.25,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,38.2511,50000,0.413666,540
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.25,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,17.9652,50000,6.56795,18294
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.25,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.3985,50000,0.0619221,103
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.25,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,37.0468,50000,3.37624,4555
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.25,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.6599,50000,0.249051,431
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.25,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.2024,50000,1.03251,1313
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.25,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.5154,50000,0.0232174,60
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.25,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,39.923,50000,1.42481,1782
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.25,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,30.9004,50000,0.0355411,56
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.25,0,150,5567,45,30,UNKNOWN,unknown,-1,1.64058,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.25,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,9,38.1812,50000,0.00863357,10
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.25,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.6008,50000,0.567863,1615
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.25,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,29.6813,50000,11.0543,18629
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.25,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,54.822,50000,1.9185,1741
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.25,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,6,30.5917,50000,0.0780395,126
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.25,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.8909,50000,0.0581863,162
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.25,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,31.257,50000,0.294743,470
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.4,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,71.3956,50000,0.0104192,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.4,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,30.0733,50000,0.214754,357
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.4,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.1167,50000,0.0593198,54
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.4,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,42.7169,50000,0.431457,502
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.4,0,150,8354,45,30,UNKNOWN,unknown,-1,2.12896,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.4,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,58.4115,50000,0.00243242,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.4,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,29.9635,50000,0.00498727,7
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.4,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,53.1218,50000,0.197106,184
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.4,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,29.9264,50000,0.00433327,6
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.4,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.5728,50000,0.0601322,97
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.4,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,30.3712,50000,0.000610121,0
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.4,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,66.6416,50000,0.8471,624
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.4,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,13,68.9158,50000,38.6233,28004
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.4,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.4812,50000,0.102349,178
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.4,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.1434,50000,2.17926,2241
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.4,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.9826,50000,0.390177,1084
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.4,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,24.4729,50000,3.53155,7164
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.4,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,18.5384,50000,0.0223027,58
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.4,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.5276,50000,0.814299,872
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.4,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,38.1094,50000,1.21114,1588
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.4,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,18.3279,50000,1.60225,4385
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.4,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.7963,50000,0.0973995,162
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.4,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,37.4897,50000,6.09446,8132
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.4,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.0142,50000,0.38813,690
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.4,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.2356,50000,0.0765058,96
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.4,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.59,50000,0.0227922,59
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.4,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,40.2118,50000,0.59255,734
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.4,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,31.1637,50000,0.296121,473
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.4,0,150,5567,45,30,UNKNOWN,unknown,-1,1.64314,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.4,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,9,38.2744,50000,0.0956155,123
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.4,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.6216,50000,3.608,10238
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.4,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,29.7656,50000,6.5328,10989
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.4,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,54.9543,50000,4.62439,4201
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.4,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,6,30.9044,50000,0.0459193,72
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.4,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.8028,50000,0.0112997,30
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.4,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,31.4951,50000,6.62451,10525
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.3,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,71.462,50000,0.0103061,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.3,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,29.8308,50000,0.0438821,72
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.3,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.1267,50000,0.234387,216
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.3,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,42.6034,50000,1.65728,1942
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.3,0,150,8354,45,30,UNKNOWN,unknown,-1,2.12058,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.3,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,58.0852,50000,0.00245795,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.3,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,29.9937,50000,0.00253324,3
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.3,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,53.0403,50000,0.216821,203
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.3,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,29.5803,50000,0.00557854,8
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.3,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.5088,50000,0.280974,460
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.3,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,30.7017,50000,0.00189654,2
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.3,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,67.4949,50000,0.849924,633
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.3,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,14,68.825,50000,0.134586,96
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.3,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.1979,50000,0.51619,913
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.3,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.1015,50000,0.431214,445
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.3,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.8556,50000,1.47489,4138
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.3,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,24.5867,50000,3.54226,7163
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.3,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,18.5608,50000,0.0164669,42
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.3,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.6601,50000,0.335746,359
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.3,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,37.9668,50000,13.2622,17453
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.3,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,18.1515,50000,6.27367,17296
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.3,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.4594,50000,0.0139546,22
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.3,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,37.2493,50000,24.6389,33081
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.3,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.227,50000,7.38261,13049
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.3,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.102,50000,0.380019,484
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.3,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.444,50000,0.0365912,97
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.3,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,39.8594,50000,0.655981,818
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.3,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,30.9505,50000,0.00833237,12
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.3,0,150,5567,45,30,UNKNOWN,unknown,-1,1.66563,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.3,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,9,38.4581,50000,0.00970238,11
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.3,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.4099,50000,0.219862,630
